ID,Parents,Name FR
633aed531e4eab0044ebd959, #Management #ChangeManagement,Reconnaissance
633aedd61e4eab0044ebdc90, #Fonctionnalite,Question
633b08b81e4eab0044ec1403, #WingzyRole,Ressources Humaines
633c5d531e4eab0044f463d3, #AmeliorationContinue,Processus d'harmonisation
633c5ded1e4eab0044f46b91, #AskForTheMoon #Ceo,Vision
633c7bff1e4eab0044f5a56a, #SiteVitrine,Centre de ressources
633d30261e4eab0044f92cf2, #SoftwareDevelopment,Git des bonnes pratiques
633d36921e4eab0044fa1111, #Brand-andMarketing #Sales26688,Concurrence 
633ea2261e4eab0044026a82, #Cybersecurite,Protection des données
633ee2f81e4eab0044045d35, #TunnelDeVente #Mql,SQL
633ee39b1e4eab0044046576, #Mql #TunnelDeVente,Unaware
633ee3b11e4eab0044046616, #Mql #TunnelDeVente,Problem Aware
633ee3c91e4eab00440466c7, #Mql #TunnelDeVente,Solution Aware
633ee3e01e4eab0044046749, #Mql #TunnelDeVente,Product Aware
633ee89e1e4eab0044047ce3, #AccountManagement,Mapping de compte
633ef2ef1e4eab004404a247, #AccountMapping,Champion
633ef2ef1e4eab004404a250, #AccountMapping,Pilote
633ef2ef1e4eab004404a261, #AccountMapping,Sponsor
633ef2ef1e4eab004404a273, #AccountMapping,Support
633ef2ef1e4eab004404a286, #AccountMapping,Influenceur
633ef2ef1e4eab004404a297, #AccountMapping,Sceptique
633efcbc1e4eab004404d362, #Platform,Plateforme
633efd591e4eab004404d431, #Platform,Plateforme technique
633efd741e4eab004404d47a, #Platform,Plateforme politique
633efdb31e4eab004404d59a, #Platform,Plateforme méthodologique
633efde11e4eab004404d5da, #Platform,Plateforme communautaire
633f09571e4eab004405bee6, #MethodologicalPlatform,Livrables
633f09581e4eab004405beef, #Livrables #Operations86854,Livrables Ops
633f09581e4eab004405bf01, #Livrables #Brand-andMarketing,Livrables Marketing
633f09581e4eab004405bf36, #TechnologicalPlateform,App admin
633f09581e4eab004405bf6d, #CentreDeRessources #SiteVitrine,Histoires utilisateurs
633f09581e4eab004405bf7f, #MethodologicalPlatform #Deploiement,Cas métiers
633f09581e4eab004405bf91, #LivrablesMarketing #CentreDeRessources #Tradeshow #SalesProspecting,One-pager
633f09581e4eab004405bfa3, #LivrablesOps #CentreDeRessources #Histoiresutilisateurs #Operations86854,Microprocess
633f09581e4eab004405bfb5, #TechnologicalPlateform,Tags
633f09581e4eab004405bfd8, #Familles,Liens de Parenté
633f09581e4eab004405bfeb, #Ontologie #LiensdeParente,Parent
633f09581e4eab004405bffd, #Ontologie #LiensdeParente,Enfant
633f09581e4eab004405c00f, #Ontologie #TechnologicalPlateform,Dimensions Ontologiques
633f09581e4eab004405c021, #Ontologie #DimensionsOntologiques,Familles
633f09581e4eab004405c032, #DimensionsOntologiques #ActiviteMetier #Ontologie #TechnologicalPlateform,Famille Royale
633f09581e4eab004405c057, #DimensionsOntologiques #FamilleRoyale,Activité Métier
633f09581e4eab004405c069, #Ontologie #DimensionsOntologiques #ActiviteMetier #Fonctionnalite #TechnologicalPlateform #Appadmin,Étapes d'onboarding
633f09591e4eab004405c0c4, #RituelsEtProcessus #Utilisateurs #UserResearch,Ask for the user
633f09591e4eab004405c0d4, #RituelsEtProcessus #Management,Ask for the mood
633f09591e4eab004405c0e7, #Outils #UxDesign #UserResearch #Deploiement,Chemin d'engagement
633f09591e4eab004405c0f9, #Sales26688 #TunnelDeVente #Fichepersona,Persona Vente
633f09591e4eab004405c10b, #Brand-andMarketing #Fichepersona,Persona Marketing
633f09591e4eab004405c11d, #UserResearch #Fichepersona,Persona Utilisateur
633f09591e4eab004405c12f, #UxDesign #Brand-andMarketing #Outils,Fiche persona
633f09591e4eab004405c141, #Outils #Brand-andMarketing #Platform,Service blueprint
633f09591e4eab004405c153, #Cheminengagement,Chemin d'engagement utilisateur
633f09591e4eab004405c165, #Cheminengagement,Chemin d'engagement catalyseur
633f09591e4eab004405c177, #TunnelDeVente #PreSales #Sales26688 #Hubspot,Sales Funnel
633f09591e4eab004405c189, #TunnelDeVente #Brand-andMarketing #AutomationMarketing #Hubspot,Awareness Funnel
633f09591e4eab004405c19a, #Cheminengagementutilisateur #Cheminengagementambassadeur,Leadership
633f09591e4eab004405c1ad, #Cheminengagementutilisateur #Cheminengagementambassadeur,Engagement
633f09591e4eab004405c1bf, #Cheminengagementutilisateur #Cheminengagementambassadeur,Embarquement
633f09591e4eab004405c1d0, #Cheminengagementutilisateur #Cheminengagementambassadeur,Découverte
633f09591e4eab004405c227, #Utilisateurs #UserResearch #Cheminengagementutilisateur,Power user
633f09591e4eab004405c23d, #Fonctionnalite #ProgressiveWebApp,Tag Owner
633f095a1e4eab004405c249, #SalesStrategy #Strategie34086,Product Lead Growth
6340361798f11f004a8905b5, #EventManagement,Salons
63455e8f23c1490046e36453, #AmeliorationContinue,Rituels et processus
634562a323c1490046e38260, #UxDesign,Design responsif
6345634723c1490046e386ff, #Fonctionnalite #Appadmin,Import / Export
6345713a23c1490046e41252, #RituelsEtProcessus,Pitch party
6345912d23c1490046e5a916, #Confidentialite #Compliance #Cybersecurite #ProtectionDesDonnees #DroitsDacces #Securite #ContractManagement,Accord de confidentialité
63469a6c23c1490046ec96ec, #Langues,Japonnais
6346b4db23c1490046ecc195, #IT #WebDesign,Certificat
6346b4df23c1490046ecc1d3, #Certificat #WebDesign #SoftwareDevelopment,SSL
6346b76c23c1490046ece04d, #ProgrammingLanguages,SalesQL
6346b77c23c1490046ece216, #Outils,Suite office
6346b7a423c1490046ece6cc, #Ia,Algorithme de tri
6346b7af23c1490046ece7cd, #SuiteOffice,Word
6346b7ec23c1490046ece9fa, #Fonctionnalite,Autocomplete
6346b80323c1490046eceb2d, #DataAnalysis #Design #Communication,Data Viz
6346b81e23c1490046ececae, #ProgrammingLanguages,Django
6346b86423c1490046ecef0e, #Ia,Segmentation d'images
6346b87923c1490046ecf795, #Writing34535,Ecriture d'article scientifique
6346b88523c1490046ecf9df, #Airbus61693 #FrenchCompanies,Airbus Atlantic
6346b89723c1490046ecffb7, #FrenchCompanies,GSK
6346b8a223c1490046ed04a3, #Outils,Adobe Lightroom
6346b8a623c1490046ed05a8, #Outils,Adobe XD
6346b8af23c1490046ed06bd, #Vinci #FrenchCompanies,Vinci Energies
6346b8b123c1490046ed0750, #ProgrammingLanguages,PostgreSQL
6346b8be23c1490046ed0c85, #ProgrammingLanguages,Neo4j
6346b8cf23c1490046ed126b, #ProgrammingLanguages,QuickDBD
6346b8d523c1490046ed147b, #Django #ProgrammingLanguages,DjangoRestFramework
6346b8db23c1490046ed1671, #ProgrammingLanguages,jQuery
6346b8ea23c1490046ed196b, #Bouygues75321 #FrenchCompanies,Bouygues ByTech
6346b8eb23c1490046ed19e0, #Sport,Vélo
6346b8f323c1490046ed1ccd, #Music,MAO
6346b91923c1490046ed2577, #FrenchCompanies,Réseau DEF
6346b96323c1490046ed2d08, #FrenchCompanies,Spie Industrie
6346b98923c1490046ed3468, #FrenchCompanies,Eiffage Energie Systèmes
6346b9aa23c1490046ed3c16, #FrenchCompanies,Manpower Group
6346b9b623c1490046ed3e8b, #FrenchCompanies,CDC Habitats
6346b9dc23c1490046ed44c3, #FrenchCompanies #Thales,Thales Aviobook
6346b9f923c1490046ed48e8, #Sncf93609,SNCF Réseau
6346ba1223c1490046ed4d5e, #Sncf93609,SNCF DGEX
6346ba4523c1490046ed518b, #FrenchCompanies,Spie Nucléaire
6346ba5423c1490046ed533d, #TotalEnergies #FrenchCompanies,TotalEnergies OneTech
6346ba6a23c1490046ed54d7, #Sncf93609,SNCF Sferis
6346ba7f23c1490046ed56f8, #FrenchCompanies,AFNOR
6346bab523c1490046ed5bfd, #FrenchCompanies,Automotive Cells Company (ACC)
6346bacf23c1490046ed5d87, #FrenchCompanies,Latécoère
6346bad323c1490046ed5e63, #FrenchCompanies,Boccard
6346baf123c1490046ed60ab, #FrenchCompanies,General Electric Aviation
6346bb4323c1490046ed66f5, #Sport #Hobbies,Yoga
6348359b3534dc0043f39343, #Excel,Formule Excel
634914c23534dc0043f9ef15, #WingzyRole,Alternant
634d13a53534dc0043109d5c, #FullStackDeveloper #Github,MEP
634d23e33534dc00431105da, #Skills,Management
634d4a333534dc00431263f1, #FrenchCompanies,Katie Leede Inc 
634e9ae03534dc00431ba2b8, #DataAnalysis,Keen
63592f022a397e004a1f3eb4, #TechnologicalPlateform #Fonctionnalite #Brand,Marque blanche
